id_track	title	url	user	last_modified	description	genre	play_back	downloads	like	repost	comment
366248660.0	Charlie Puth - How Long (EDXs Dubai Skyline Remix)	https://soundcloud.com/charlieputh/charlie-puth-how-long-edxs-dubai-skyline-remix	Charlie Puth	2017-12-07T18:01:33.000Z	"Download & Stream How Long (EDX's Dubai Skyline Remix): https://Atlantic.lnk.to/HowLongEDXSO

Pre-Order Voicenotes: https://Atlantic.lnk.to/VoicenotesSO

Exclusive VoiceNotes Merchandise Bundles Avail"	Dance & EDM	1614414.0	0.0	28196.0	28.1K	206.0
363683135.0	How Long (Throttle Remix)	https://soundcloud.com/charlieputh/how-long-throttle-remix	Charlie Puth	2017-12-01T21:52:49.000Z	"Download & Stream ""How Long (Throttle Remix)"": https://Atlantic.lnk.to/HowLongThrottleSO

Pre-Order Voicenotes: https://Atlantic.lnk.to/VoicenotesSO

Exclusive VoiceNotes Merchandise Bundles Available"	Dance & EDM	86754.0	0.0	1777.0	1,777	20.0
431041992.0	không chỉ là thích	https://soundcloud.com/cau-chu-nho-656563364/khong-chi-la-thich	Vũ Đình Diệm	2018-04-17T15:18:59.000Z	ghét sự giả dối		379692.0	0.0	3505.0	3,505	7.0
317972336.0	Send It - Austin Mahone Ft Rich Homie Quan	https://soundcloud.com/giobk/send-it-austin-mahone-ft-rich-homie-quan	Gió	2017-04-16T19:27:16.000Z	Reality version new	Dance & EDM	236990.0	0.0	2239.0	120	3.0
318496481.0	It Ain't Me- - Kygo, Selena Gomez	https://soundcloud.com/giobk/it-aint-me-kygo-selena-gomez-alex-goot-megan-nicole-cover-copy	Gió	2017-04-19T17:38:56.000Z	Best of Cover - - - Alex Goot   Megan Nicole Cover	Dance & EDM	16010.0	0.0	75.0	75	0.0
399500313.0	Tất Cả Đều Là Em - 全部都是你 - Dragon Pig -CNBALLER -CLOUD WANG	https://soundcloud.com/aranayame/tat-ca-deu-la-em-dragon-pig-cnballer-cloud-wang	neyut el	2018-02-14T14:17:37.000Z	Listen to Tất Cả Đều Là Em - 全部都是你 - Dragon Pig -CNBALLER -CLOUD WANG by neyut el #np on #SoundCloud		425630.0	0.0	4047.0	4,047	3.0
305567346.0	Ngẫu Hứng - Hoaprox	https://soundcloud.com/d-ng-t-ng-65405088/ngau-hung-hoaprox	Dương Tường	2017-02-01T10:42:34.000Z	https://www.facebook.com/chut.po	Dubstep	517043.0	0.0	6914.0	6,914	68.0
188902148.0	Like I'm Gonna Lose You - Meghan Trainor feat. John Legend (Cover) by JDC	https://soundcloud.com/iamjdc/like-im-gonna-lose-you-meghan-trainor-feat-john-legend-cover-by-jdc	IAmJDC	2015-02-01T05:29:46.000Z	"Absolutely love love love this song! :)

Credits to Platinum Instrumentals for the incredible instrumental!: https://www.youtube.com/watch?v=dIWh8AQ6Z-g"	MeghanTrainor	7972470.0	746.0	66216.0	66.2K	463.0
457604721.0	Girls Like You - Maroon 5 ft. Cardi B (Acoustic Cover)	https://soundcloud.com/jonahbaker/girls-like-you-maroon-5-ft-cardi-b-acoustic-cover	JonahBaker	2018-06-13T01:40:18.000Z	"""Girls Like You"" - Maroon 5 ft. Cardi B
Acoustic Cover by Jonah Baker

Full Video: https://www.youtube.com/watch?v=nH7gHCO3oik"	Pop	9657465.0	0.0	157341.0	157K	1873.0
518722833.0	☀ P E R F E C T L Y ☀	https://soundcloud.com/r0wjndi3/sounds-from-th-ba-night	ngqdaii	2018-10-23T16:27:33.000Z	"one guy brings the sound
Fl my instagram : ngqdaii"	Country	167672.0	0.0	2845.0	2,845	19.0
511773723.0	Can't take my eyes off you	https://soundcloud.com/nhilinq/ctmeoulofi	/ljnk. ✨	2018-10-09T13:29:12.000Z	"Aiivawn - Cant Take My Eyes Off You (Lo Fi Edit) - feat. Craymer
Youtube : https://www.youtube.com/watch?v=UmQjdvSH5qk
-------------------------------------------
You're just too good to be true
Can't"		308373.0	0.0	5377.0	356	43.0
537769290.0	lullaby - lateeya cover	https://soundcloud.com/alo-lu-day/lullaby-lateeya-cover	aloluday	2018-11-30T14:12:59.000Z	chiện những người yêu xa		93211.0	0.0	1536.0	1,536	32.0
304283260.0	We Don't Talk Anymore  - Nek & Hung 88 Remix (Đã bán - Dj Chuối Sg)	https://soundcloud.com/muzikbank/we-dont-tak-nek-hung-88-remix	Muzik Bank	2017-01-24T14:24:35.000Z	"We Don't Talk Anymore  - Nek & Hung 88 Remix

<a href='https://theartistunion.com/tracks/d48bdf'>Download for free on The Artist Union</a>"	VINA HOUSE	34533.0	0.0	764.0	764	1535.0
301200532.0	From Paris To Berlin - DJDangNhan( Hs145 Rmx )	https://soundcloud.com/deejay-hs145/from-paris-to-berlin-hs145-ro-mo	Hs145	2017-01-06T12:14:15.000Z	Listen to From Paris To Berlin - DJDangNhan( Hs145 Rmx ) by Hs145 #np on #SoundCloud	Dance & EDM	9990.0	84.0	998.0	998	786.0
374010818.0	LK - Jump Ft Excuse - Pi Seven Mashup	https://soundcloud.com/pi-seven/lk-jump-ft-excuse-pi-seven-mashup	Pi Seven	2017-12-24T22:36:12.000Z	"FB: www.facebook.com/pi.se7en
CUNG CẤP NHẠC ỈM THÁNG CHO AE LIÊN HỆ FB HOẶC..
Call or Zalo: 0901 8 7777 4

<a href='https://theartistunion.com/tracks/832f10'>Download for free on The Artist Union</a>"	vinahouse	36868.0	0.0	1504.0	1,504	2208.0
334141556.0	Bom Bom Ft Mohican - Hoàng Phong Bootleg	https://soundcloud.com/hoangphong22076/bom-bom-ft-mohican-hoang-phong-bootleg	DJ Hoàng Phong 6	2017-07-21T06:38:30.000Z	"

<a href='https://theartistunion.com/tracks/b48fa8'>Download for free on The Artist Union</a>"	Dance & EDM	11519.0	0.0	910.0	700	664.0
244710722.0	Lost In Love & Mohican & Are You Ready - DJ Chicks Remix 2016	https://soundcloud.com/nguyen93/lost-in-love-mohican-are-you-ready-dj-chicks-remix-2016-hpbd-dj-hien-and-hpny-all-friend	Chicks	2016-01-31T13:58:55.000Z	"

<a href=""https://theartistunion.com/tracks/7b8b15?soundcloud_ref=description"" rel=""nofollow"" target=""_blank"">Download for free on The Artist Union</a>"	HPBD 	86979.0	0.0	4916.0	4,916	3468.0
567532815.0	(Độc)Lost In Ft .Low2k19 - Thái Hoàng Remix Full Version	https://soundcloud.com/user-825643360/doclost-in-ft-low2k19-thai-hoang-remix-full-version	Ha Banana Team	2019-01-31T05:35:32.000Z	Listen to (Độc)Lost In Ft .Low2k19 - Thái Hoàng Remix Full Version by Ha Banana Team #np on #SoundCloud	Electronic	9366.0	0.0	725.0	725	322.0
577128609.0	Cant You Me Love 2019 - TeeJay Remix +++ Nhạc Hay quá	https://soundcloud.com/user-909207142/cant-you-me-love-2019-teejay-remix-nhac-hay-qua	Tôm Hải Phòng	2019-02-18T04:24:41.000Z	"

<a href='https://theartistunion.com/tracks/ce41c6'>Download for free on The Artist Union</a>"	Electronic	7908.0	0.0	779.0	536	520.0
577177695.0	( Mr.Paul ) What's Up 2018 - Tino	https://soundcloud.com/mr_paul_tran/mrpaul-whats-up-2018-tino	Mr.Paul Tran	2019-02-18T07:29:02.000Z	"

<a href='https://theartistunion.com/tracks/767a2d'>Download for free on The Artist Union</a>"	Vina House	6838.0	0.0	522.0	522	335.0
577248675.0	Clash Boom 2019 - Teejay Remix Full	https://soundcloud.com/hdlinhlee/clash-boom-2019-teejay	LinhLee 0946233333	2019-02-18T11:53:27.000Z	"

<a href=""https://theartistunion.com/tracks/def35b"" rel=""nofollow"">Download for free on The Artist Union</a>"		4051.0	0.0	525.0	525	0.0
592875099.0	I Try 2019 - Win Ft Ben Heniken Remix ( Fix)	https://soundcloud.com/phamdolce123/i-try-2019-win-ft-ben-heniken-remix-fix	Phạm Docle*	2019-03-20T05:57:40.000Z	http://bit.ly/2Wayu4f		4287.0	0.0	328.0	183	1.0
593999595.0	Avicii - Waiting For Love - Sang Chivas	https://soundcloud.com/sang-chivas/avicii-waiting-for-love-sang-chivas	SangChjvas (Đích Bự)	2019-03-22T08:19:24.000Z	"Liên Hệ Chịch 0949456191
Zalo 0949456191
www.facebook.com/SangChjvas

<a href='https://theartistunion.com/tracks/dc72ec'>Download for free on The Artist Union</a>"		7755.0	0.0	570.0	345	344.0
595585665.0	Not Giving Up - HD Lam Nguyen	https://soundcloud.com/c-ng-mickey-deejay/not-giving-up-hd-lam-nguyen	Cường Mickey Deejay	2019-03-25T15:34:34.000Z	"

<a href='https://theartistunion.com/tracks/1f774e'>Download for free on The Artist Union</a>"		2345.0	0.0	247.0	193	194.0
564438798.0	Have My Money - Ánh Dương - Remix 2019	https://soundcloud.com/l-d-ng-137282373/have-my-money-anh-duong-remix-2019	Ánh Dương	2019-01-25T14:21:09.000Z	"Have My Money - Ánh Dương - Remix 2019

<a href='https://theartistunion.com/tracks/626ac1'>Download for free on The Artist Union</a>"	Dance & EDM	4201.0	0.0	431.0	306	280.0
656255261.0	Pop Smoke - Dior	https://soundcloud.com/biggavelipro/dior	POP SMOKE	2019-07-26T00:00:00.000Z	Listen to Pop Smoke - Dior by POP SMOKE #np on #SoundCloud	Hip Hop	56525699.0	0.0	819602.0	819K	36247.0
858182164.0	Moncler [prod. Di$]	https://soundcloud.com/wnderboi/moncler-prod-di	Guy	2020-07-15T03:16:38.000Z	"Building soundtracks for your life. 



Inquiries: sidkemediagroup@gmail.com"	Hip-hop & Rap	108752.0	0.0	1170.0	47	40.0
610276575.0	Pop Smoke - Welcome To The Party	https://soundcloud.com/biggavelipro/pop-smoke-welcome-to-the-party	POP SMOKE	2019-07-26T00:00:00.000Z	Listen to Pop Smoke - Welcome To The Party by POP SMOKE #np on #SoundCloud	Hip Hop	33429169.0	0.0	508515.0	508K	12828.0
874723621.0	Tears	https://soundcloud.com/loveonfriday/tears-1	LOVEONFRIDAY	2020-08-28T04:36:42.000Z	contact: contact@loveonfriday.com	Hip-hop & Rap	292802.0	1.0	12224.0	12.2K	92.0
752519617.0	Pop Smoke - Element	https://soundcloud.com/biggavelipro/element	POP SMOKE	2020-02-07T00:00:00.000Z	Listen to Pop Smoke - Element by POP SMOKE #np on #SoundCloud	Hip Hop	20821553.0	0.0	293196.0	293K	5583.0
875168761.0	Drake - Laugh Now Cry Later (feat. Lil Durk)	https://soundcloud.com/octobersveryown/drake-laugh-now-cry-later-feat	octobersveryown	2020-08-14T04:00:00.000Z	Listen to Drake - Laugh Now Cry Later (feat. Lil Durk) by octobersveryown #np on #SoundCloud	Hip Hop	17439196.0	0.0	337327.0	12.3K	21034.0
871426135.0	WAP feat. Megan Thee Stallion	https://soundcloud.com/iamcardib/wap-feat-megan-thee-stallion	Cardi B	2020-08-07T04:02:42.000Z	"Cardi B - WAP feat. Megan Thee Stallion
Stream/Download: https://CardiB.lnk.to/WAP

Subscribe for more official content from Cardi B: https://CardiB.lnk.to/Subscribe

Follow Cardi B
http://cardiboffic"	Hip-hop & Rap	34227263.0	0.0	597649.0	16.1K	58705.0
913865758.0	Stop the Clock	https://soundcloud.com/chloeangelides/stop-the-clock	Chloe Angelides	2020-10-20T04:00:44.000Z	Listen to Stop the Clock by Chloe Angelides #np on #SoundCloud	Pop	6641.0	0.0	182.0	182	68.0
871669597.0	Smile (with The Weeknd)	https://soundcloud.com/uiceheidd/smile-with-the-weeknd-1	Juice WRLD	2020-08-07T04:09:21.000Z	Follow dreams you never have ask	Hip-hop & Rap	13302505.0	1.0	236544.0	236K	19339.0
901705345.0	PRETTY WIT IT	https://soundcloud.com/ariaraps/pretty-wit-it	ARIA	2020-10-23T04:49:35.000Z	"prod by versatile
i did the talking"	Hip-hop & Rap	4656.0	0.0	107.0	107	6.0
180105926.0	Aurel feat Rasya - Cinta Surga	https://soundcloud.com/slalu-ingt-kmyu/aurel-feat-rasya-cinta-surga	Slalu Ingt Kmyu	2014-12-05T15:16:35.000Z	Listen to Aurel feat Rasya - Cinta Surga by Slalu Ingt Kmyu #np on #SoundCloud		987708.0	0.0	14332.0	14.3K	66.0
222272386.0	Aurel Ft. Rasya - Cinta Surga	https://soundcloud.com/achmad-cayaki/aurel-ft-rasya-cinta-surga	Ahmad Cayaki Taufik	2015-09-04T02:41:53.000Z	"Setetes embun pagi Menghapus perihku
Yang dulu terluka kini tlah membaik
Kembalikan cinta dari surga

Hangatnya sentuhan cintamu Meluluhkan hati
Yang dulu membeku kini telah mencair
Selamanya kan teta"	TaufikCayaki	158307.0	0.0	1977.0	1,977	4.0
89752609.0	Satu Jam Saja -audy (Cover)	https://soundcloud.com/chen-arisandi/satu-jam-saja-audy-cover	chen arisandi	2013-04-27T17:58:55.000Z	Listen to Satu Jam Saja -audy (Cover) by chen arisandi #np on #SoundCloud		3024.0	0.0	23.0	23	2.0
113314254.0	Sultan - diperjalanan	https://soundcloud.com/wiina-dolphin/sultan-diperjalanan	Wiina Dolphin	2013-10-01T05:57:46.000Z	diperjalanan mencari cinta mu 	sultan 	920511.0	0.0	5982.0	146	36.0
66969823.0	SamSonS - Tak Bisa Memiliki	https://soundcloud.com/ozieofficial/samsons-tak-bisa-memiliki	OzieOfficial	2012-11-11T09:48:16.000Z	apa yg harus aku lakukan?		2913137.0	100.0	34465.0	34.4K	480.0
274769218.0	Let Me Love You (feat. Justin Bieber)	https://soundcloud.com/djsnake/let-me-love-you	DJ SNAKE	2016-08-05T00:00:00.000Z	"Born & Raised in Paris

DAMN RIGHT (PT. 2) 🚫 OUT NOW:
https://audreynuna.lnk.to/damnRightPt2"	Dance	1893553.0	0.0	27657.0	2,831	408.0
148379340.0	Oliver Heldens X Becky Hill - Gecko (Overdrive) [Radio Edit]	https://soundcloud.com/ffrr-records/oliver-heldens-x-becky-hill-gecko-overdrive-radio	FFRR	2014-05-07T17:17:20.000Z	"Watch the official video here: http://smarturl.it/GeckoOverdriveVideo
Check out Oliver's new single 'Last All Night (Koala)' here: http://smarturl.it/LastAllNightvideo

♥ on @hypem - http://hypem.com/"	Electronic	28805469.0	0.0	401212.0	401K	3647.0
107726521.0	Rihanna - What Now (R3hab Remix)	https://soundcloud.com/r3hab/rihanna-what-now-r3hab-remix	R3HAB	2013-08-28T22:25:34.000Z	"This is a preview of my remix for Rihanna - What Now!

Make sure you follow my on socials to keep updated:
http://www.facebook.com/r3habofficial
http://www.twitter.com/djr3hab
http://www.youtube."	Electro House	6214606.0	0.0	90924.0	90.9K	2344.0
216648507.0	Cartoon - On  and On  Ft. Daniel Levi	https://soundcloud.com/itsfuckingcupid/cartoon-on-and-on-ft-daniel-levi	itsfuckingcupid	2015-07-28T01:27:18.000Z	Listen to Cartoon - On  and On  Ft. Daniel Levi by itsfuckingcupid #np on #SoundCloud	cartoon 	9582619.0	0.0	132964.0	132K	1183.0
263191606.0	Bye Bye Bye	https://soundcloud.com/n-sync-official/bye-bye-bye	N-Sync	2000-03-21T00:00:00.000Z	Listen to Bye Bye Bye by N-Sync #np on #SoundCloud	Pop	200380.0	0.0	2571.0	98	22.0
312707069.0	REPVBLIK - Sayang Sampai Mati	https://soundcloud.com/adek-syafri/repvblik-sayang-sampai-mati	Bg Ade'x	2017-03-16T14:16:02.000Z	me it's me	Pop	703685.0	0.0	10537.0	242	42.0
93042359.0	Fatin Shidqia - Aku Memilih Setia (X Factor Indonesia)	https://soundcloud.com/aboutshena/fatin-shidqia-aku-memilih	Shena Malsiana	2013-05-20T12:49:30.000Z	One step closer, #GoToInternasional. CP: 081510517576 (Debby) Salam SBSKS (SHENAtion Bangga Sama Kamu Shena) !!!	Pop	2988110.0	19.0	32727.0	32.7K	604.0
129281654.0	Maudy Ayunda-Cinta Datang Terlambat (Cover)	https://soundcloud.com/amira-kk/maudy-ayunda-cinta-datang	amirakarin	2014-01-13T10:38:46.000Z	Listen to Maudy Ayunda-Cinta Datang Terlambat (Cover) by amirakarin #np on #SoundCloud		187400.0	100.0	1984.0	1,984	83.0
312724462.0	Dadali - Disaat Aku Pergi	https://soundcloud.com/adek-syafri/dadali-disaat-aku-pergi	Bg Ade'x	2017-03-16T15:22:55.000Z	me it's me	Pop	1331789.0	0.0	20248.0	20.2K	233.0
333531265.0	Geisha Band - Sementara Sendiri	https://soundcloud.com/rizky-septerina/geisha-band-sementara-sendiri	rizky septerina	2017-07-17T07:06:17.000Z	Listen to Geisha Band - Sementara Sendiri by rizky septerina #np on #SoundCloud	Pop	11786.0	2.0	100.0	100	0.0
64780091.0	Vagetoz - Penyesalanku ( Original )	https://soundcloud.com/ricky2nd/vagetoz-penyesalanku-original	ricky2nd	2012-10-25T19:05:44.000Z	"Butuh Teman HIDUP .. 

Orangnya baiik , Pengertian . dan Penyayang ^_^"	Vagetos	1141514.0	100.0	11454.0	339	59.0
182492759.0	Victor Hutabarat - Fatwa Pujangga	https://soundcloud.com/fakta/victor-hutabarat-fatwa-pujangga	Fakta Firmansyah	2014-12-21T07:48:04.000Z	Listen to Victor Hutabarat - Fatwa Pujangga by Fakta Firmansyah #np on #SoundCloud	fatwa	192581.0	0.0	1908.0	1,908	3.0
192568526.0	ANIMA - BINTANG ORCHESTRA	https://soundcloud.com/anima-indonesia-band/anima-bintang-orchestra	anima band	2015-02-23T09:39:02.000Z	ANIMA dalam bahasa Latin berarti jiwA ini sarat dengan cinta. Anima yang juga merupakan kependekan dari Anak seNI berliMA, sebuah band asal Bandung yang berformasikan: Rio(vokal), Eldy (bass), Armin (	ANIMA	1058827.0	0.0	14190.0	14.1K	83.0
64097930.0	La Luna-Lara Hati	https://soundcloud.com/teoz-chank/la-luna-lara-hati	Teoz Chank	2012-10-20T06:30:53.000Z	Listen to La Luna-Lara Hati by Teoz Chank #np on #SoundCloud	Pop	32269.0	101.0	277.0	9	0.0
156786868.0	Astrid Mendua	https://soundcloud.com/siska-andiska/astrid-mendua	Siska Andiska	2014-07-01T04:35:44.000Z	Listen to Astrid Mendua by Siska Andiska #np on #SoundCloud		581641.0	100.0	5258.0	5,258	7.0
217813472.0	Wicked [Free Download]	https://soundcloud.com/tylershawmusic/wicked-mix5	Tyler Shaw	2016-02-08T18:39:56.000Z	"Like ""Wicked""? Click the [↻ Repost] button!

For More Information on Tyler:
www.facebook.com/tylershawmusic
http://www.instagram.com/tylershawmusic
@tylershawmusic"	Pop	372151.0	0.0	3919.0	3,919	22.0
501709422.0	To the Man Who Let Her Go	https://soundcloud.com/tylershawmusic/to-the-man-who-let-her-go-1	Tyler Shaw	2018-09-28T00:00:00.000Z	"Tyler Shaw is a Platinum-selling artist, producer and actors. The Chinese-Canadian originally from Vancouver, BC, released his hit single ""Kiss Goodnight"" in 2012, and the melodic track quickly hit Pl"	Pop	63991.0	0.0	1024.0	29	11.0
217813459.0	Life With You	https://soundcloud.com/tylershawmusic/life-without-you-mix-3	Tyler Shaw	2016-02-08T18:52:19.000Z	"Tyler Shaw is a Platinum-selling artist, producer and actors. The Chinese-Canadian originally from Vancouver, BC, released his hit single ""Kiss Goodnight"" in 2012, and the melodic track quickly hit Pl"	Tyler Shaw	32104.0	0.0	451.0	11	0.0
464771997.0	With You	https://soundcloud.com/tylershawmusic/with-you	Tyler Shaw	2018-07-06T00:00:00.000Z	"Tyler Shaw is a Platinum-selling artist, producer and actors. The Chinese-Canadian originally from Vancouver, BC, released his hit single ""Kiss Goodnight"" in 2012, and the melodic track quickly hit Pl"	Pop	55730.0	0.0	852.0	33	3.0
611913459.0	To the Man Who Let Her Go (Hibell Remix)	https://soundcloud.com/tylershawmusic/to-the-man-who-let-her-go-3	Tyler Shaw	2019-05-24T00:00:00.000Z	"Tyler Shaw is a Platinum-selling artist, producer and actors. The Chinese-Canadian originally from Vancouver, BC, released his hit single ""Kiss Goodnight"" in 2012, and the melodic track quickly hit Pl"	Pop	6514.0	0.0	71.0	5	0.0
644010822.0	Judika - Cinta Karena Cinta	https://soundcloud.com/palemvang-lokak/judika-cinta-karena-cinta	Gand Us	2019-06-29T22:53:27.000Z	Listen to Judika - Cinta Karena Cinta by Gand Us #np on #SoundCloud		3489935.0	0.0	51493.0	919	1863.0
443697510.0	Virzha - Tentang Rindu	https://soundcloud.com/tri-suprastomo-nitihardjo/virzha-tentang-rindu	Tri Suprastomo Nitihardjo	2018-05-14T02:37:31.000Z	Listen to Virzha - Tentang Rindu by Tri Suprastomo Nitihardjo #np on #SoundCloud		18038385.0	0.0	248475.0	248K	3012.0
618897120.0	Andmesh - Hanya Rindu (Official Music Audio)	https://soundcloud.com/rhychardtekaje/andmesh-hanya-rindu-official-music-audio	Rhychard BTP [Ada PakE]™	2019-05-11T03:44:57.000Z	"Download mp3 : 
http://bit.ly/2W0GhFi

Sumber : 
YouTube : HITS Records

Single ke 3 Andmesh ""Hanya Rindu"" dirilis pada tanggal 26 April 2019, setelah Cinta Luar Biasa, sosok Andmesh hadir dengan lagu"	Pop	5544859.0	0.0	75159.0	75.1K	2481.0
527558328.0	Andmesh Kamaleng - Cinta Luar Biasa	https://soundcloud.com/ferryan-yudha/andmesh-kamaleng-cinta-luar	Ferryan Yudha	2018-11-10T06:55:50.000Z	Listen to Andmesh Kamaleng - Cinta Luar Biasa by Ferryan Yudha #np on #SoundCloud		16901308.0	0.0	247639.0	247K	4350.0
275853672.0	Armada Band - Harusnya Aku	https://soundcloud.com/user-519211622/armada-band-harusnya-aku	masdayat97	2016-07-29T01:33:12.000Z	Listen to Armada Band - Harusnya Aku by masdayat97 #np on #SoundCloud	Pop	15398249.0	0.0	189059.0	3,369	4616.0
525262008.0	DAN - SHEILA ON 7 (Cover By. Putih Abu - Abu)	https://soundcloud.com/heri-aditya-prakoso/dan-sheila-on-7-cover-by-putih-abu-abu	Heri Aditya	2018-11-05T19:48:03.000Z	"Dan....
Cover by Putih Abu - Abu
Keren banget !

http://www.instagram.com/heri_adityaa/"		736000.0	0.0	7653.0	7,653	65.0
33961982.0	Ari Lasso - Hampa	https://soundcloud.com/ghifaa/ari-lasso-hampa	ghifaa	2012-01-20T08:43:03.000Z	Listen to Ari Lasso - Hampa by ghifaa #np on #SoundCloud		6876773.0	0.0	97941.0	97.9K	655.0
